231,0 1 3 3 1,0 1 3 3 1,231,2,2,2.9969e+06,2,2,3.0283e+06,1,1,1,1
232,0 1 3 4 0,0 1 3 4 0,232,2,2,3.0408e+06,2,2,3.0535e+06,1,1,1,1
233,0 1 3 4 1,0 1 3 4 1,233,2,2,2.9872e+06,1,1,648500,1,1,1,1
234,0 1 3 5 0,0 1 3 5 0,234,2,2,3.1285e+06,2,2,3.1223e+06,1,1,1,1
235,0 1 3 5 1,0 1 3 5 1,235,2,2,3.1894e+06,1,1,669000,1,1,1,1
236,0 1 3 6 0,0 1 3 6 0,236,2,2,3.0498e+06,2,2,3.0954e+06,1,1,1,1
237,0 1 3 6 1,0 1 3 6 1,237,2,2,3.2402e+06,2,2,3.1651e+06,1,1,1,1
238,0 1 3 7 0,0 1 3 7 0,238,2,3,5.648e+06,2,2,3.1544e+06,1,1,1,1
239,0 1 3 7 1,0 1 3 7 1,239,2,3,5.9053e+06,2,2,3.2142e+06,1,1,1,1
240,0 1 3 8 0,0 1 3 8 0,240,2,3,5.4746e+06,2,3,7.395e+06,1,1,1,1
241,0 1 3 8 1,0 1 3 8 1,241,2,3,5.8398e+06,2,3,7.507e+06,1,1,1,1
242,0 1 3 9 0,0 1 3 9 0,242,3,3,5.6552e+06,2,3,7.395e+06,1,1,1,1
243,0 1 3 9 1,0 1 3 9 1,243,3,4,8.1855e+06,3,4,8.2206e+06,1,1,1,1
244,0 1 3 10 0,0 1 3 10 0,244,3,4,8.1521e+06,3,3,5.647e+06,1,1,1,1
245,0 1 3 10 1,0 1 3 10 1,245,3,4,8.1894e+06,3,4,8.1501e+06,1,1,1,1
246,0 1 3 11 0,0 1 3 11 0,246,3,4,8.2683e+06,3,4,8.218e+06,1,1,1,1
247,0 1 3 11 1,0 1 3 11 1,247,3,4,8.2273e+06,3,4,8.2659e+06,1,1,1,1
248,0 1 3 12 0,0 1 3 12 0,248,3,4,8.1491e+06,3,4,8.2225e+06,1,1,1,1
249,0 1 3 12 1,0 1 3 12 1,249,3,4,8.1337e+06,3,4,8.1261e+06,1,1,1,1
250,0 1 3 13 0,0 1 3 13 0,250,3,3,5.7728e+06,2,3,7.522e+06,1,1,1,1
251,0 1 3 13 1,0 1 3 13 1,251,3,3,5.6355e+06,2,3,7.507e+06,1,1,1,1
252,0 1 3 14 0,0 1 3 14 0,252,3,3,5.639e+06,2,2,4.936e+06,1,1,1,1
253,0 1 3 14 1,0 1 3 14 1,253,3,3,5.6312e+06,2,2,4.977e+06,1,1,1,1
254,0 1 3 15 0,0 1 3 15 0,254,2,2,3.1263e+06,2,2,4.936e+06,1,1,1,1
